CPV CODE,Omschrijving,Mapped GPP
44511000-5,Handgereedschap,GPP: Not applicable
44511100-6,Spaden en schoppen,GPP: Not applicable
44511110-9,Spaden,GPP: Not applicable
44511120-2,Schoppen,GPP: Not applicable
44511200-7,Tuingaffels,GPP: Not applicable
44511300-8,"Houwelen, pikhouwelen, hakken, harken en strandharken",GPP: Not applicable
44511310-1,Houwelen,GPP: Not applicable
44511320-4,Pikhouwelen,GPP: Not applicable
44511330-7,Schoffels,GPP: Not applicable
44511340-0,Harken,GPP: Not applicable
44511341-7,Strandharken,GPP: Not applicable
44511400-9,Bijlen,GPP: Not applicable
44511500-0,Handzagen,GPP: Not applicable
44511510-3,Bladen voor handzagen,GPP: Not applicable
44512000-2,Divers handgereedschap,GPP: Not applicable
44512100-3,Beitels,GPP: Not applicable
44512200-4,Buigtangen,GPP: Not applicable
44512210-7,Wurgtangen,GPP: Not applicable
44512300-5,Hamers,GPP: Not applicable
44512400-6,Draadklemmen,GPP: Not applicable
44512500-7,Moersleutels,GPP: Not applicable
44512600-8,Gereedschap voor wegenwerken,"GPP: Road Design, Construction and Maintenance"
44512610-1,Pinnen voor het doorboren van toplagen van wegen,"GPP: Road Design, Construction and Maintenance"
44512700-9,Vijlen of raspvijlen,GPP: Not applicable
44512800-0,Schroevendraaiers,GPP: Not applicable
44512900-1,"Boorijzers, schroevendraaierbladen en ander toebehoren",GPP: Not applicable
44512910-4,Boorijzers,GPP: Not applicable
44512920-7,Schroevendraaierbladen,GPP: Not applicable
44512930-0,Draagbaar opbergsysteem voor gereedschap,GPP: Not applicable
44512940-3,Gereedschapskisten,GPP: Not applicable
44513000-9,Gereedschap met pedaalbediening,GPP: Not applicable
44514000-6,Handgrepen en delen van gereedschap,GPP: Not applicable
44514100-7,Handgrepen van gereedschap,GPP: Not applicable
44514200-8,Delen van gereedschap,GPP: Not applicable
44520000-1,"Sloten, sleutels en scharnieren",GPP: Not applicable
44521000-8,Diverse hangsloten en sloten,GPP: Not applicable
44521100-9,Sloten,GPP: Not applicable
44521110-2,Deursloten,GPP: Not applicable
44521120-5,Elektronisch veiligheidsslot,GPP: Not applicable
44521130-8,Verhoogde-veiligheidsslot,GPP: Not applicable
44521140-1,Sloten voor meubelen,GPP: Furniture
44521200-0,Hangsloten en kettingen,GPP: Not applicable
44521210-3,Hangsloten,GPP: Not applicable
44522000-5,"Sluitingen, delen van sloten en sleutels","GPP: Computers, monitors, tablets and smartphones"
44522100-6,Sluithaken,"GPP: Computers, monitors, tablets and smartphones"
44522200-7,Sleutels,GPP: Not applicable
44522300-8,Delen van hangsloten,GPP: Not applicable
44522400-9,Delen van sloten,GPP: Not applicable
44523000-2,"Scharnieren, bevestigingsmateriaal en beslag","GPP: Computers, monitors, tablets and smartphones"
44523100-3,Scharnieren,GPP: Furniture
44523200-4,Bevestigingsmateriaal,"GPP: Computers, monitors, tablets and smartphones"
44523300-5,Beslag,GPP: Furniture
44530000-4,Bevestigingsmiddelen,"GPP: Computers, monitors, tablets and smartphones"
44531000-1,Bevestigingsmiddelen met schroefdraad,"GPP: Computers, monitors, tablets and smartphones"
44531100-2,Houtschroeven,GPP: Furniture
44531200-3,Schroefhaken of schroefringen,GPP: Not applicable
44531300-4,Zelftappende schroeven,"GPP: Computers, monitors, tablets and smartphones"
44531400-5,Bouten,"GPP: Computers, monitors, tablets and smartphones"
44531500-6,Flensverbindingsstukken,"GPP: Road Design, Construction and Maintenance"
44531510-9,Bouten en schroeven,"GPP: Computers, monitors, tablets and smartphones"
44531520-2,Slotbouten en kraagschroeven,"GPP: Computers, monitors, tablets and smartphones"
44531600-7,Moeren,"GPP: Computers, monitors, tablets and smartphones"
44531700-8,IJzeren of stalen bevestigingsmiddelen met schroefdraad,"GPP: Computers, monitors, tablets and smartphones"
44532000-8,Sluitartikelen zonder schroefdraad,"GPP: Computers, monitors, tablets and smartphones"
44532100-9,Klinknagels,"GPP: Computers, monitors, tablets and smartphones"
44532200-0,Sluitringen,"GPP: Computers, monitors, tablets and smartphones"
44532300-1,Splitpennen,"GPP: Computers, monitors, tablets and smartphones"
44532400-2,Stalen lasplaten,GPP: Not applicable
44533000-5,Bevestigingsmiddelen van koper,GPP: Furniture
44540000-7,Ketting,GPP: Not applicable
44541000-4,Gelede ketting,GPP: Not applicable
44542000-1,Kettingdelen,GPP: Not applicable
44550000-0,Veren,GPP: Furniture
44600000-6,"Tanks, reservoirs en containers; radiatoren en ketels voor centrale verwarming","GPP: Office Building Design, Construction and Management"
44610000-9,"Tanks, reservoirs, containers en drukvaten","GPP: Office Building Design, Construction and Management"
44611000-6,Tanks,"GPP: Office Building Design, Construction and Management"
44611100-7,Luchtflessen,GPP: Not applicable
44611110-0,Persluchtflessen,GPP: Not applicable
44611200-8,Ademhalingsapparatuur,GPP: Not applicable
44611400-0,Opslagtanks,"GPP: Office Building Design, Construction and Management"
44611410-3,Olietanks,"GPP: Office Building Design, Construction and Management"
44611420-6,Slibopslagtanks,GPP: Not applicable
44611500-1,Watertanks,"GPP: Office Building Design, Construction and Management"
44611600-2,Reservoirs,"GPP: Office Building Design, Construction and Management"
44612000-3,Flessen voor lpg,GPP: Not applicable
44612100-4,Gasflessen,GPP: Not applicable
44612200-5,Gastanks,"GPP: Office Building Design, Construction and Management"
44613000-0,Grote containers,GPP: Food Catering services and vending machines
44613110-4,Silo's,GPP: Not applicable
44613200-2,Koelcontainers,GPP: Food Catering services and vending machines
44613210-5,Waterreservoirs,"GPP: Office Building Design, Construction and Management"
44613300-3,Standaard vrachtcontainers,GPP: Not applicable
44613400-4,Opslagcontainers,"GPP: Office Building Design, Construction and Management"
44613500-5,Watercontainers,"GPP: Office Building Design, Construction and Management"
44613600-6,Verrijdbare containers,GPP: Not applicable
44613700-7,Vuilnisbakken,GPP: Not applicable
44613800-8,Containers voor afvalmateriaal,GPP: Not applicable
44614000-7,Fusten,GPP: Not applicable
44614100-8,Opslagbakken,GPP: Food Catering services and vending machines
44614300-0,Containeropslagsysteem,"GPP: Office Building Design, Construction and Management"
44614310-3,Stapelmachines,GPP: Not applicable
44615000-4,Drukvaten,"GPP: Office Building Design, Construction and Management"
44615100-5,Stalen drukvaten,"GPP: Office Building Design, Construction and Management"
44616000-1,Trommels,GPP: Not applicable
44616200-3,Afvalvaten,"GPP: Office Building Design, Construction and Management"
44617000-8,Dozen,GPP: Not applicable
44617100-9,Kartons,GPP: Not applicable
44617200-0,Meterbehuizingen,"GPP: Office Building Design, Construction and Management"
44617300-1,Prefabkasten,"GPP: Office Building Design, Construction and Management"
44618000-5,"Lichte containers, kurken, doppen voor grote flacons, tonnen en deksels",GPP: Food Catering services and vending machines
44618100-6,Lichte containers,GPP: Food Catering services and vending machines
44618300-8,"Kurken, stoppen, doppen voor grote flacons, en deksels",GPP: Food Catering services and vending machines
44618310-1,Kurken,GPP: Food Catering services and vending machines
44618320-4,Stoppen,GPP: Food Catering services and vending machines
44618330-7,Doppen voor houders,GPP: Food Catering services and vending machines
44618340-0,Deksels,GPP: Food Catering services and vending machines
44618350-3,Plastic doppen,GPP: Food Catering services and vending machines
44618400-9,Blikjes,GPP: Food Catering services and vending machines
44618420-5,Voedselblikken,GPP: Food Catering services and vending machines
44618500-0,Vaten,GPP: Not applicable
44619000-2,Overige opbergmiddelen,GPP: Not applicable
44619100-3,Kisten,GPP: Not applicable
44619200-4,Kabeltrommels,GPP: Not applicable
44619300-5,Kratten,GPP: Not applicable
44619400-6,Tonnen,GPP: Not applicable
44619500-7,Palletkisten,GPP: Not applicable
44620000-2,Radiatoren en ketels en onderdelen voor centrale verwarming,"GPP: Office Building Design, Construction and Management"
44621000-9,Radiatoren en ketels,"GPP: Office Building Design, Construction and Management"
44621100-0,Radiatoren,"GPP: Office Building Design, Construction and Management"
44621110-3,Radiatoren voor centrale verwarming,"GPP: Office Building Design, Construction and Management"
44621111-0,Niet-elektrisch verwarmde radiatoren,"GPP: Office Building Design, Construction and Management"
44621112-7,Delen van radiatoren voor centrale verwarming,"GPP: Office Building Design, Construction and Management"
44621200-1,Verwarmingsketels,"GPP: Office Building Design, Construction and Management"
44621210-4,Waterkokers,GPP: Not applicable
44621220-7,Ketels voor centrale verwarming,"GPP: Office Building Design, Construction and Management"
44621221-4,Delen van ketels voor centrale verwarming,"GPP: Office Building Design, Construction and Management"
44622000-6,Warmteterugwinningssystemen,"GPP: Office Building Design, Construction and Management"
44622100-7,Warmteterugwinningsuitrusting,"GPP: Office Building Design, Construction and Management"
44800000-8,"Verf, vernis en mastiek","GPP: Office Building Design, Construction and Management"
44810000-1,Verf,"GPP: Office Building Design, Construction and Management"
44811000-8,Wegenverf,GPP: Not applicable
44812000-5,Verf voor kunstschilders,GPP: Not applicable
44812100-6,Email en glazuur,GPP: Not applicable
44812200-7,Olie- en waterverf,GPP: Not applicable
44812210-0,Olieverf,GPP: Not applicable
44812220-3,Waterverf,GPP: Not applicable
44812300-8,Verf voor onderwijsdoeleinden,GPP: Not applicable
44812310-1,Verfdozen,GPP: Not applicable
44812320-4,Verf voor het schilderen van uithangborden,GPP: Not applicable
44812400-9,Decoratieartikelen,GPP: Not applicable
44820000-4,Vernis,"GPP: Office Building Design, Construction and Management"
44830000-7,"Mastiek, vulstoffen, stopverf en oplosmiddelen","GPP: Office Building Design, Construction and Management"
44831000-4,"Mastiek, vulstoffen, stopverf","GPP: Office Building Design, Construction and Management"
44831100-5,Mastiek,"GPP: Office Building Design, Construction and Management"
44831200-6,Vulmiddelen,"GPP: Office Building Design, Construction and Management"
44831300-7,Stopverf,"GPP: Office Building Design, Construction and Management"
44831400-8,Vulspecie,"GPP: Office Building Design, Construction and Management"
44832000-1,Oplosmiddelen,"GPP: Office Building Design, Construction and Management"
44832100-2,Verfafbijtmiddel,"GPP: Paints, varnishes and road markings"
44832200-3,Verdunningsmiddelen,"GPP: Paints, varnishes and road markings"
44900000-9,"Steen voor de bouw, kalksteen, gips en lei","GPP: Office Building Design, Construction and Management"
44910000-2,Steen voor de bouw,"GPP: Office Building Design, Construction and Management"
44911000-9,Marmer en kalksteenachtige steen voor de bouw,"GPP: Office Building Design, Construction and Management"
44911100-0,Marmer,"GPP: Office Building Design, Construction and Management"
44911200-1,Travertijn,"GPP: Office Building Design, Construction and Management"
44912000-6,Diverse bouwstenen,"GPP: Office Building Design, Construction and Management"
44912100-7,Graniet,"GPP: Office Building Design, Construction and Management"
44912200-8,Zandsteen,"GPP: Office Building Design, Construction and Management"
44912300-9,Basalt,"GPP: Office Building Design, Construction and Management"
44912400-0,Trottoirbanden,"GPP: Road Design, Construction and Maintenance"
44920000-5,"Kalksteen, gips en krijt","GPP: Office Building Design, Construction and Management"
44921000-2,Kalksteen en gips,"GPP: Office Building Design, Construction and Management"
44921100-3,Gips,"GPP: Office Building Design, Construction and Management"
44921200-4,Kalk,"GPP: Office Building Design, Construction and Management"
44921210-7,Poederkalk,"GPP: Office Building Design, Construction and Management"
44921300-5,Kalksteen,"GPP: Office Building Design, Construction and Management"
44922000-9,Krijt en dolomiet,"GPP: Office Building Design, Construction and Management"
44922100-0,Krijt (gesteente),"GPP: Office Building Design, Construction and Management"
44922200-1,Dolomiet,"GPP: Office Building Design, Construction and Management"
44930000-8,Leisteen,"GPP: Office Building Design, Construction and Management"
45000000-7,Bouwwerkzaamheden,"GPP: Office Building Design, Construction and Management"
45100000-8,Bouwrijp maken van terreinen,"GPP: Office Building Design, Construction and Management"
45110000-1,"Slopen en ontmantelen van gebouwen, en grondverzet","GPP: Office Building Design, Construction and Management"
45111000-8,"Sloopwerkzaamheden, bouwrijp maken en ruimen van bouwterreinen","GPP: Office Building Design, Construction and Management"
