CPV Code,Omschrijving,GPP Module(s),Qualifier
42532000-4,Delen van diepvriesuitrusting,"Levensmiddelen, cateringdiensten en verkoopautomaten",Let op: alleen van toepassing indien gebruikt in professionele keukens of voedselopslag.
42533000-1,Delen van warmtepompen,"Ontwerp, bouw en beheer van kantoorgebouwen",Let op: expliciet relevant binnen GPP-criteria voor energie-efficiënte verwarmings- en koelsystemen.
42912330-4,Waterzuiveringstoestellen,Onderhoud van de openbare ruimte,"Let op: alleen van toepassing indien gebruikt voor waterzuivering in openbare vijvers, fonteinen of andere openbare installaties."
42912350-0,Uitrusting voor filterinstallaties,Onderhoud van de openbare ruimte,Let op: alleen van toepassing indien gebruikt in installaties voor het reinigen van water in openbare ruimten of fonteinen.
42914000-6,Recyclage-uitrusting,Onderhoud van de openbare ruimte,Let op: alleen van toepassing indien ingezet voor afvalscheiding of recycling in openbare ruimtes.
42920000-1,"Machines voor het reinigen van flessen, verpakkings-, weeg- en spraytoestellen","Levensmiddelen, cateringdiensten en verkoopautomaten","Let op: alleen relevant indien de machines worden gebruikt voor voedselverwerking, bereiding of distributie binnen cateringcontexten."
42921000-8,"Machines voor het reinigen, vullen of verpakken van flessen of andere verpakkingen","Levensmiddelen, cateringdiensten en verkoopautomaten",Let op: alleen van toepassing binnen voedselverwerking of cateringactiviteiten.
42921100-9,Machines voor het reinigen of drogen van flessen of andere verpakkingen,"Levensmiddelen, cateringdiensten en verkoopautomaten",Let op: alleen van toepassing binnen voedselverwerking of cateringactiviteiten.
42921200-0,"Machines voor het vullen of sluiten van flessen, blikken of andere verpakkingen","Levensmiddelen, cateringdiensten en verkoopautomaten",Let op: alleen van toepassing binnen voedselverwerking of cateringactiviteiten.
42921300-1,Verpakkings- of inpakmachines,"Levensmiddelen, cateringdiensten en verkoopautomaten",Let op: alleen van toepassing binnen voedselverwerking of cateringactiviteiten.
42921310-4,Vastbindmachines,"Levensmiddelen, cateringdiensten en verkoopautomaten",Let op: alleen relevant indien gebruikt in voedselverpakkingslijnen.
42921320-7,Verpakkingsmachines,"Levensmiddelen, cateringdiensten en verkoopautomaten",Let op: alleen van toepassing binnen voedselverwerking of cateringactiviteiten.
42921330-0,Inpakmachines,"Levensmiddelen, cateringdiensten en verkoopautomaten",Let op: alleen van toepassing binnen voedselverwerking of cateringactiviteiten.
42923000-2,Weegtoestellen en -schalen,"Levensmiddelen, cateringdiensten en verkoopautomaten",Let op: alleen van toepassing voor apparatuur gebruikt bij voedselweging of portiecontrole.
42923100-3,Weegapparatuur,"Levensmiddelen, cateringdiensten en verkoopautomaten",Let op: alleen van toepassing voor apparatuur gebruikt bij voedselweging of portiecontrole.
42923110-6,Balansen,"Levensmiddelen, cateringdiensten en verkoopautomaten",Let op: alleen van toepassing voor precisie- of portieweging binnen voedselverwerking of catering.
42923200-4,Weegschalen,"Levensmiddelen, cateringdiensten en verkoopautomaten",Let op: alleen van toepassing voor gebruik bij voedselweging of portiecontrole.
42923210-7,Winkelweegschalen,"Levensmiddelen, cateringdiensten en verkoopautomaten",Let op: alleen van toepassing bij gebruik in retail- of cateringomgevingen met levensmiddelen.
42923220-0,Bandwegers,"Levensmiddelen, cateringdiensten en verkoopautomaten",Let op: alleen van toepassing voor automatische voedselweging of distributieprocessen.
42923230-3,Ijkweegschalen,"Levensmiddelen, cateringdiensten en verkoopautomaten",Let op: alleen van toepassing voor controle van voedselverpakkingen of portiegewicht.
42924200-1,Stoom- of zandstraalmachines,Onderhoud van de openbare ruimte,Let op: alleen van toepassing indien gebruikt voor reiniging in openbare ruimten of straatonderhoud.
42924300-2,Spuituitrusting,Onderhoud van de openbare ruimte,Let op: alleen van toepassing indien gebruikt voor schoonmaak- of onderhoudsdoeleinden in openbare ruimten.
42924310-5,Spuitpistolen,Onderhoud van de openbare ruimte,Let op: alleen van toepassing indien gebruikt voor reiniging of onderhoudswerkzaamheden in openbare ruimten.
42924700-6,"Mechanische toestellen voor het spuiten, verspuiten of sproeien",Onderhoud van de openbare ruimte,"Let op: alleen van toepassing indien gebruikt voor reiniging of onderhoud van openbare ruimten, voertuigen of infrastructuur."
42924710-9,Toestellen voor het verspuiten van gas,Onderhoud van de openbare ruimte,Let op: alleen van toepassing indien gebruikt voor milieubeheer of ontsmetting in openbare ruimten.
42924720-2,Ontsmettingsuitrusting,"Levensmiddelen, cateringdiensten en verkoopautomaten",Let op: alleen van toepassing indien gebruikt voor voedselgerelateerde hygiëne of ontsmetting van voedselverwerkingsapparatuur.
42924730-5,Hogedrukreinigingsapparatuur met water,Onderhoud van de openbare ruimte,"Let op: alleen van toepassing indien gebruikt voor straatreiniging, voertuigreiniging of gevelonderhoud."
42924740-8,Hogedrukreinigingstoestellen,Onderhoud van de openbare ruimte,"Let op: alleen van toepassing indien gebruikt voor straatreiniging, voertuigreiniging of gevelonderhoud."
42924790-3,Geurverdrijvingstoestellen,Onderhoud van de openbare ruimte,Let op: alleen van toepassing voor geurbeheersing in afvalbeheer of openbare ruimten.
42930000-4,"Centrifuges, kalandermachines of verkoopautomaten","Levensmiddelen, cateringdiensten en verkoopautomaten",Let op: alleen van toepassing voor apparatuur die wordt gebruikt in voedselverwerking of verkoop.
42931000-1,Centrifuges,"Levensmiddelen, cateringdiensten en verkoopautomaten",Let op: alleen van toepassing indien gebruikt voor scheiding of bereiding van voedingsmiddelen of ingrediënten.
42931100-2,Laboratoriumcentrifuges en toebehoren,"Levensmiddelen, cateringdiensten en verkoopautomaten",Let op: alleen van toepassing indien gebruikt voor voedselanalyse of kwaliteitscontrole binnen de voedselketen.
42931110-5,Op de vloer staande centrifuges,"Levensmiddelen, cateringdiensten en verkoopautomaten",Let op: alleen van toepassing indien gebruikt voor scheiding of verwerking van voedselingrediënten.
42931120-8,Tafelcentrifuges,"Levensmiddelen, cateringdiensten en verkoopautomaten",Let op: alleen van toepassing indien gebruikt in laboratoria of keukens voor voedselanalyse of -bereiding.
42931130-1,Reduceertoestellen voor centrifuges,"Levensmiddelen, cateringdiensten en verkoopautomaten",Let op: alleen van toepassing indien onderdeel van voedselverwerkende centrifuges.
42931140-4,Draaiende onderdelen voor centrifuges,"Levensmiddelen, cateringdiensten en verkoopautomaten",Let op: alleen van toepassing indien onderdeel van voedselverwerkende centrifuges.
42933000-5,Verkoopmachines,"Levensmiddelen, cateringdiensten en verkoopautomaten","Let op: alleen van toepassing voor automaten voor voedsel, dranken of cateringgerelateerde producten."
42933100-6,Verkoopmachines voor sanitaire artikelen,Onderhoud van de openbare ruimte,Let op: alleen van toepassing voor automaten geplaatst in openbare of sanitaire ruimten.
42933300-8,Verkoopautomaten,"Levensmiddelen, cateringdiensten en verkoopautomaten","Let op: alleen van toepassing voor automaten voor voedsel, dranken of cateringgerelateerde producten."
42940000-7,Machines voor de warmtebehandeling van materialen,"Levensmiddelen, cateringdiensten en verkoopautomaten","Let op: alleen van toepassing indien gebruikt voor het bereiden, verhitten of pasteuriseren van voedsel."
42942000-1,Ovens en toebehoren,"Levensmiddelen, cateringdiensten en verkoopautomaten",Let op: alleen van toepassing voor ovens en toebehoren gebruikt in voedselbereiding of catering.
42942200-3,Vacuümovens,"Levensmiddelen, cateringdiensten en verkoopautomaten",Let op: alleen van toepassing indien gebruikt voor voedselverwerking of conservering onder vacuümomstandigheden.
42943000-8,Thermostatische baden en toebehoren,"Levensmiddelen, cateringdiensten en verkoopautomaten","Let op: alleen van toepassing voor voedselbereiding, warmhouden of temperatuurregeling bij cateringactiviteiten."
42943100-9,Koelslangen,"Levensmiddelen, cateringdiensten en verkoopautomaten",Let op: alleen van toepassing voor temperatuurbeheersing of koeling binnen voedselverwerking of catering.
42943200-0,Ultrasoonbaden,"Levensmiddelen, cateringdiensten en verkoopautomaten",Let op: alleen van toepassing indien gebruikt voor hygiënische reiniging van voedselverwerkende apparatuur of laboratoriuminstrumenten voor voedselanalyse.
42943210-3,Dompelthermostaten,"Levensmiddelen, cateringdiensten en verkoopautomaten",Let op: alleen van toepassing voor temperatuurregeling bij voedselbereiding of cateringactiviteiten.
42943300-1,Dompelkoelers,"Levensmiddelen, cateringdiensten en verkoopautomaten",Let op: alleen van toepassing voor koeling of bewaring van voedsel of ingrediënten binnen catering- of verwerkingsprocessen.
42952000-4,Delen van centrifuges,"Levensmiddelen, cateringdiensten en verkoopautomaten",Let op: alleen van toepassing indien onderdelen worden gebruikt in voedselverwerkende centrifuges of apparatuur voor voedselanalyse.
42955000-5,Delen van filtermachines,"Levensmiddelen, cateringdiensten en verkoopautomaten","Let op: alleen van toepassing indien gebruikt voor filtratie van voedsel, dranken of kookwater binnen cateringomgevingen."
42956000-2,Delen van zuiveringsmachines,"Levensmiddelen, cateringdiensten en verkoopautomaten",Let op: alleen van toepassing indien gebruikt voor waterzuivering of luchtfiltratie in voedselverwerking of catering.
42957000-9,Delen van sproeimachines,Onderhoud van de openbare ruimte,Let op: alleen van toepassing indien gebruikt voor reiniging of onderhoud van openbare ruimten of voertuigen.
42958000-6,Gewichten voor weegtoestellen,"Levensmiddelen, cateringdiensten en verkoopautomaten",Let op: alleen van toepassing voor kalibratie of controle van voedselweegschalen.
42959000-3,Industriële vaatwasmachines,"Levensmiddelen, cateringdiensten en verkoopautomaten",Let op: alleen van toepassing indien het energie- en waterzuinige professionele vaatwasapparatuur betreft.
42968100-0,Drankenautomaat,"Levensmiddelen, cateringdiensten en verkoopautomaten",Let op: alleen van toepassing voor automaten voor dranken of voedsel in catering- of openbare omgevingen.
42968200-1,Automaten voor hygiënische benodigdheden,Onderhoud van de openbare ruimte,Let op: alleen van toepassing voor automaten geplaatst in sanitaire of openbare ruimten.
42968300-2,WC-papierophangsysteem,Onderhoud van de openbare ruimte,Let op: alleen van toepassing indien onderdeel van sanitaire voorzieningen in openbare ruimten.
42970000-6,"Delen van vaatwasmachines en van reinigings-, vul-, verpakkkings- of inpakmachines","Levensmiddelen, cateringdiensten en verkoopautomaten",Let op: alleen van toepassing indien onderdelen worden gebruikt binnen voedselverwerking of professionele reinigingsapparatuur.
42971000-3,Delen van vaatwasmachines,"Levensmiddelen, cateringdiensten en verkoopautomaten",Let op: alleen van toepassing voor onderdelen van energie- en waterzuinige professionele vaatwasapparatuur.
42972000-0,Delen van reinigingsmachines,Onderhoud van de openbare ruimte,Let op: alleen van toepassing indien onderdelen worden gebruikt voor openbare reiniging of straatonderhoud.
42973000-7,Delen van vulmachines,"Levensmiddelen, cateringdiensten en verkoopautomaten",Let op: alleen van toepassing indien gebruikt in voedsel- of drankverpakkingslijnen.
42974000-4,Delen van verpakkingsmachines,"Levensmiddelen, cateringdiensten en verkoopautomaten",Let op: alleen van toepassing indien gebruikt binnen voedselverwerking of cateringactiviteiten.
42975000-1,Delen van inpakmachines,"Levensmiddelen, cateringdiensten en verkoopautomaten",Let op: alleen van toepassing indien gebruikt binnen voedselverwerking of cateringactiviteiten.
42981000-6,Ozongeneratoren,Onderhoud van de openbare ruimte,"Let op: alleen van toepassing indien gebruikt voor lucht- of waterzuivering binnen schoonmaak-, desinfectie- of afvalbeheeractiviteiten."
42993100-4,Chloreertoestellen,"Levensmiddelen, cateringdiensten en verkoopautomaten",Let op: alleen van toepassing indien gebruikt voor waterbehandeling of desinfectie binnen voedselverwerking of cateringomgevingen.
42993200-5,Doseertoestellen,"Levensmiddelen, cateringdiensten en verkoopautomaten",Let op: alleen van toepassing indien gebruikt voor het doseren van ingrediënten of additieven in voedselverwerking.
42995000-7,Diverse reinigingsmachines,Onderhoud van de openbare ruimte,"Let op: alleen van toepassing indien gebruikt voor reiniging van openbare ruimten, voertuigen of infrastructuur."
42995100-8,Wasstraat,Onderhoud van de openbare ruimte,Let op: alleen van toepassing indien gebruikt voor voertuig- of materieelreiniging in openbare of gemeentelijke diensten.
42995200-9,Strandreinigingsmachines,Onderhoud van de openbare ruimte,Let op: alleen van toepassing indien gebruikt voor reiniging en onderhoud van stranden en kustgebieden.
42996000-4,Machines voor de afvalwaterbehandeling,Onderhoud van de openbare ruimte,Let op: alleen van toepassing indien gebruikt voor gemeentelijke of publieke afvalwaterzuivering.
42996100-5,Roostervuilverkleiners,Onderhoud van de openbare ruimte,Let op: alleen van toepassing binnen afvalwaterzuivering of rioolbeheer.
42996110-8,Snijmolens voor afvalwaterbehandeling,Onderhoud van de openbare ruimte,Let op: alleen van toepassing binnen afvalwaterzuivering of rioolbeheer.
42996200-6,Afvalwaterpersen,Onderhoud van de openbare ruimte,Let op: alleen van toepassing binnen afvalwaterzuivering of slibverwerking.
42996300-7,Schrapers,Onderhoud van de openbare ruimte,Let op: alleen van toepassing indien gebruikt binnen afvalwaterzuivering of rioolbeheer.
42996400-8,Mengeenheden,"Levensmiddelen, cateringdiensten en verkoopautomaten",Let op: alleen van toepassing indien gebruikt voor het mengen van ingrediënten of producten binnen voedselverwerking of catering.
42996500-9,Rioolroosters,Onderhoud van de openbare ruimte,Let op: alleen van toepassing indien gebruikt voor onderhoud of vervanging binnen riool- of straatinfrastructuur.
42996600-0,Beluchtingsapparatuur,Onderhoud van de openbare ruimte,Let op: alleen van toepassing indien gebruikt voor beluchting in afvalwaterzuivering of slibverwerking.
42996700-1,Stofscheiders,Onderhoud van de openbare ruimte,Let op: alleen van toepassing indien gebruikt voor luchtfiltratie of stofreductie binnen afvalverwerking of rioolbeheer.
42996800-2,Bezinkingsreservoirs,Onderhoud van de openbare ruimte,Let op: alleen van toepassing indien gebruikt voor bezinking of sedimentatie binnen afvalwaterbehandeling.
42996900-3,Slibverwerkingsuitrusting,Onderhoud van de openbare ruimte,"Let op: alleen van toepassing indien gebruikt voor verwerking, ontwatering of droging van slib in gemeentelijke waterzuiveringsinstallaties."
42997000-1,Uitrusting voor pijpleiding,Onderhoud van de openbare ruimte,"Let op: alleen van toepassing indien gebruikt voor aanleg, onderhoud of inspectie van riool- en watervoorzieningssystemen."
42997100-2,Machines voor inspectie van de binnenkant van pijpleidingen,Onderhoud van de openbare ruimte,Let op: alleen van toepassing voor inspectie en monitoring van riool- en watervoorzieningsleidingen.
42997200-3,Machines voor reiniging van de binnenkant van pijpleidingen,Onderhoud van de openbare ruimte,Let op: alleen van toepassing voor reiniging en onderhoud van riool- en watervoorzieningsleidingen.
